Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2022-02-21 18:19:51 +0000,Walking, 0,0.0,1800.3586740493774,2867.2201021085493,0.0,0.0,false,, 0.0
2022-02-21 17:29:51 +0000,Dumbbell Bench Press, 12,20.41168092460379,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Bench Press, 12,20.41168092460379,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Bench Press, 12,20.41168092460379,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Bench Press, 10,20.41168092460379,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Bench Press, 10,20.41168092460379,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Kickbacks, 12,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Kickbacks, 12,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Kickbacks, 12,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Kickbacks, 12,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Kickbacks, 12,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Fly, 13,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Fly, 13,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Fly, 12,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Dumbbell Fly, 11,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-21 17:29:51 +0000,Cable Tricep Pushdown, 14,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-21 17:29:51 +0000,Cable Tricep Pushdown, 9,19.27769865101469,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-21 17:29:51 +0000,Cable Tricep Pushdown, 7,19.27769865101469,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-21 17:29:51 +0000,Cable Tricep Pushdown, 7,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-21 17:29:51 +0000,Cable Tricep Pushdown, 9,14.741769556658292,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-21 17:29:51 +0000,Plank, 0,0.0,45.0,0.0,0.0,0.0,false,, 0.0
2022-02-21 17:29:51 +0000,Plank, 0,0.0,45.0,0.0,0.0,0.0,false,, 0.0
2022-02-20 17:00:32 +0000,Dumbbell Bicep Curl, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Bicep Curl, 10,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Bicep Curl, 7,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Bicep Curl, 7,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Row, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Row, 10,22.67964547178199,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Row, 10,22.67964547178199,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Row, 10,22.67964547178199,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Row, 8,22.67964547178199,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Hammer Curls, 7,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Hammer Curls, 5,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Hammer Curls, 7,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Hammer Curls, 6,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,V-Bar Pulldown, 10,47.62725549074217,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-20 17:00:32 +0000,V-Bar Pulldown, 10,47.62725549074217,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-20 17:00:32 +0000,V-Bar Pulldown, 10,47.62725549074217,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-20 17:00:32 +0000,V-Bar Pulldown, 10,47.62725549074217,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-20 17:00:32 +0000,V-Bar Pulldown, 10,47.62725549074217,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-20 17:00:32 +0000,Dumbbell Shoulder Press, 10,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Shoulder Press, 10,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Shoulder Press, 10,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Shoulder Press, 7,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Front Raise, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Front Raise, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Front Raise, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Dumbbell Front Raise, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-20 17:00:32 +0000,Bicycle Crunch, 10,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-18 19:39:32 +0000,Back Squat, 8,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Back Squat, 8,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Back Squat, 8,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Back Squat, 8,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Back Squat, 8,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Romanian Deadlift, 10,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Romanian Deadlift, 10,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Romanian Deadlift, 10,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Romanian Deadlift, 10,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Romanian Deadlift, 10,52.16318458509857,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-18 19:39:32 +0000,Single Leg Kickback, 10,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-18 19:39:32 +0000,Single Leg Kickback, 10,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-18 19:39:32 +0000,Single Leg Kickback, 10,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-18 19:39:32 +0000,Single Leg Kickback, 10,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-18 19:39:32 +0000,Single Leg Kickback, 10,0.0,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-18 19:39:32 +0000,Dumbbell Lunge, 6,18.14371637742559,0.0,0.0,0.0,0.0,false,, 4.0
2022-02-18 19:39:32 +0000,Dumbbell Lunge, 5,18.14371637742559,0.0,0.0,0.0,0.0,false,, 4.0
2022-02-15 22:00:39 +0000,Dumbbell Incline Bench Press, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Incline Bench Press, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Incline Bench Press, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Incline Bench Press, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Incline Bench Press, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Row, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Row, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Row, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Row, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Row, 10,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Fly, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Lat Pulldown, 10,36.28743275485118,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 22:00:39 +0000,Lat Pulldown, 10,36.28743275485118,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 22:00:39 +0000,Lat Pulldown, 10,36.28743275485118,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 22:00:39 +0000,Lat Pulldown, 10,36.28743275485118,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 22:00:39 +0000,Lat Pulldown, 10,36.28743275485118,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 22:00:39 +0000,Dumbbell Upright Row, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Upright Row, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Upright Row, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Upright Row, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Shrug, 12,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Shrug, 12,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Shrug, 12,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Dumbbell Shrug, 12,18.14371637742559,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 22:00:39 +0000,Plank, 0,0.0,60.0,0.0,0.0,0.0,false,, 0.0
2022-02-15 22:00:39 +0000,Plank, 0,0.0,60.0,0.0,0.0,0.0,false,, 0.0
2022-02-15 22:00:39 +0000,Plank, 0,0.0,60.0,0.0,0.0,0.0,false,, 0.0
2022-02-15 12:35:37 +0000,Walking, 0,0.0,614.4990360736847,1109.7496660046745,0.0,0.0,false,, 0.0
2022-02-15 11:36:43 +0000,Dumbbell Front Raise, 10,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Front Raise, 10,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Front Raise, 10,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Front Raise, 10,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Front Raise, 10,6.8038936415345965,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Cable Rope Tricep Extension, 10,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Cable Rope Tricep Extension, 10,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Cable Rope Tricep Extension, 10,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Cable Rope Tricep Extension, 8,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Cable Rope Tricep Extension, 8,17.00973410383649,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Incline Dumbbell Curl, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Incline Dumbbell Curl, 10,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Incline Dumbbell Curl, 8,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Incline Dumbbell Curl, 8,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Incline Dumbbell Curl, 6,9.071858188712795,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Cable Lateral Raise, 8,4.082336184920758,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Cable Lateral Raise, 8,4.082336184920758,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Cable Lateral Raise, 8,4.082336184920758,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Cable Lateral Raise, 8,4.082336184920758,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Cable Lateral Raise, 8,4.082336184920758,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Floor Press, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Floor Press, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Floor Press, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Floor Press, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Dumbbell Floor Press, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Hammer Curls, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Hammer Curls, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Hammer Curls, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Hammer Curls, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Hammer Curls, 10,11.339822735890994,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-15 11:36:43 +0000,Leg Raise, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Leg Raise, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Leg Raise, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-15 11:36:43 +0000,Leg Raise, 4,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-13 14:54:57 +0000,Hiking, 0,0.0,4042.6460790634155,3517.6687573248055,0.0,0.0,false,, 0.0
2022-02-12 17:08:29 +0000,Cable Pull Through, 12,12.473805009480094,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Cable Pull Through, 12,12.473805009480094,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Cable Pull Through, 12,12.473805009480094,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Cable Pull Through, 12,12.473805009480094,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Cable Pull Through, 12,12.473805009480094,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Hip Thrust, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Hip Thrust, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Hip Thrust, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Hip Thrust, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Hip Thrust, 12,13.607787283069193,0.0,0.0,0.0,0.0,false,, 1.0
2022-02-12 17:08:29 +0000,Dumbbell Squat, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Squat, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Squat, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Squat, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Squat, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Romanian Deadlift, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Romanian Deadlift, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Romanian Deadlift, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Romanian Deadlift, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Romanian Deadlift, 10,15.87575183024739,0.0,0.0,0.0,0.0,false,, 2.0
2022-02-12 17:08:29 +0000,Dumbbell Lunge, 6,15.87575183024739,0.0,0.0,0.0,0.0,false,, 4.0
2022-02-12 17:08:29 +0000,Dumbbell Lunge, 6,15.87575183024739,0.0,0.0,0.0,0.0,false,, 4.0
2022-02-12 17:08:29 +0000,Dumbbell Lunge, 6,13.607787283069193,0.0,0.0,0.0,0.0,false,, 4.0
